run_name,overall,total_illegal_ratio,mammal,animal,hardware item,musical,electronic device,furniture,car part,footwear,vehicle,watercraft,seafood,weapon,piece of jewelry,plant,garden tool,source of light,protective clothing item,item of clothing,drink,medical equipment,headwear,toy,personal hygiene item,game,outerwear,clothing accessory,sports equipment,insect,school supply,construction equipment,container,scientific equipment,breakfast food,food,fruit,piece of women's clothing,condiment,sea animal,home decor item,safety equipment,office supply item,fastener,arts and crafts item,vegetable,dessert,tool,candy,kitchen appliance,body part,farm animal,bird,kitchen tool,home appliance
align-siglip+500m-things+hyp-abl70-218-random,0.9940711462450592,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.956043956043956,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9830508474576272,1.0,1.0,1.0,1.0,0.967741935483871,1.0,0.9887640449438202,1.0,0.9629629629629628,0.9772727272727272,0.9891304347826086,1.0,0.9705882352941176,1.0,1.0,0.96875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
align-dinov2+500m-things+hyp-abl30cat-218-random,0.9933210174790392,0.0,1.0,1.0,0.9727722772277227,1.0,0.99438202247191,1.0,0.9910313901345292,0.9954128440366972,1.0,1.0,1.0,0.9738562091503268,0.995049504950495,1.0,0.9801980198019802,0.9871794871794872,0.9844559585492229,1.0,0.9961538461538462,0.9848484848484848,1.0,0.9854545454545456,0.98744769874477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
align-siglip+500m-things+hyp-abl10-7-random,0.9979348324919688,0.0,1.0,1.0,0.9971509971509972,1.0,1.0,1.0,1.0,1.0,1.0,0.9944444444444444,1.0,0.9961089494163424,1.0,1.0,1.0,1.0,0.9806451612903224,0.9976958525345622,1.0,0.9954545454545456,1.0,0.982608695652174,0.9947643979057592,1.0,1.0,0.9953917050691244,0.9943502824858758,1.0,0.9906542056074766,1.0,1.0,0.990521327014218,1.0,1.0,1.0,0.9953917050691244,1.0,1.0,1.0,0.9948717948717948,1.0,1.0,0.9959514170040484,1.0,0.9955555555555556,0.9973118279569892,1.0,1.0,0.9921259842519684,1.0,1.0,1.0,0.9957983193277312
align-dinov2+1b-things+hyp-abl70-42-random,0.990612648221344,0.0,1.0,1.0,0.9850746268656716,1.0,1.0,1.0,0.967741935483871,1.0,1.0,1.0,1.0,1.0,1.0,0.975609756097561,1.0,1.0,1.0,1.0,0.9761904761904762,1.0,1.0,0.951219512195122,1.0,0.9767441860465116,1.0,1.0,0.9887640449438202,0.9705882352941176,0.9629629629629628,1.0,0.9891304347826086,0.9642857142857144,1.0,0.9924812030075189,1.0,1.0,1.0,1.0,0.9818181818181818,1.0,1.0,1.0,1.0,1.0,0.9583333333333334,1.0,0.96,0.9565217391304348,0.9583333333333334,1.0,0.9666666666666668,1.0,1.0
align-dinov2+500m-things+hyp-abl90-42-random,0.983739837398374,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9583333333333334,,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,0.875,1.0,,0.75,1.0,,1.0,1.0,0.972972972972973,0.6666666666666666,,0.96,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,0.9,1.0,1.0
align-dinov2+500m-things+hyp-abl90-218-random,0.9898373983739838,0.0,,1.0,0.9333333333333332,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,0.875,1.0,,1.0,1.0,,1.0,1.0,0.972972972972973,1.0,,0.96,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.8571428571428571,1.0,1.0,1.0,1.0,1.0,1.0
align-dinov2+500m-things+hyp-abl20cat-42-random,0.9939042670130908,0.0,,1.0,,,0.9915730337078652,1.0,0.9865470852017936,1.0,,1.0,,0.9738562091503268,0.9801980198019802,0.9966442953020134,1.0,0.9914529914529916,,0.9961089494163424,0.9884615384615384,,1.0,,,0.990521327014218,1.0,0.9855072463768116,,,0.9959183673469388,,0.9912854030501088,,,0.9960707269155208,1.0,0.9920948616600792,,,,0.9960629921259844,,,0.9965986394557824,0.993127147766323,0.9926739926739928,,1.0,0.9906976744186048,0.9874213836477987,0.986842105263158,1.0,0.986842105263158,0.9926739926739928
align-dinov2+1b-things+hyp-abl90-7-random,0.975609756097561,0.0,,0.9411764705882352,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,,1.0,0.8666666666666667,1.0,1.0,1.0,0.875,1.0,,1.0,1.0,,1.0,1.0,0.918918918918919,0.6666666666666666,,0.96,1.0,0.8571428571428571,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
align-siglip+1b-things+hyp-abl30-218-random,0.9980506822612084,0.0,1.0,1.0,0.990521327014218,1.0,0.9949494949494948,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9883720930232558,1.0,1.0,1.0,0.9905660377358492,1.0,1.0,0.9944444444444444,1.0,0.9925373134328358,1.0,1.0,1.0,0.9858156028368794,0.995967741935484,1.0,1.0,1.0,0.996138996138996,1.0,1.0,1.0,1.0,0.9851851851851852,1.0,1.0,1.0,1.0,1.0,1.0,0.9941520467836256,1.0,1.0,1.0,1.0,1.0,0.9777777777777776,1.0,1.0,1.0,1.0
align-dinov2+500m-things+hyp-abl40cat-218-random,0.9941990182954038,0.0,,,,,0.9887640449438202,0.9963898916967509,,,1.0,,,0.9869281045751634,,,,,,,,,,,,,0.9956709956709956,0.9891304347826086,,,,,,,,0.9990176817288802,0.9961089494163424,,,,,,,0.9951219512195122,0.9897959183673468,,,0.9934782608695653,,,0.9937106918238994,,,0.986842105263158,
align-siglip+1b-things+hyp-abl50-7-random,0.9970681100586378,0.0,1.0,1.0,0.9917355371900828,1.0,0.991150442477876,1.0,1.0,0.9767441860465116,1.0,1.0,1.0,0.989010989010989,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9871794871794872,1.0,1.0,1.0,1.0,1.0,0.9852941176470588,0.9452054794520548,1.0,1.0,1.0,0.99645390070922,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9682539682539684,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
align-siglip+500m-things+hyp-abl30-7-random,0.9979288499025342,0.0,1.0,1.0,1.0,0.9934640522875816,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9938271604938272,0.9883720930232558,1.0,1.0,1.0,1.0,1.0,1.0,0.9888888888888888,1.0,1.0,0.993103448275862,0.9929577464788732,0.9921259842519684,0.9929078014184396,0.995967741935484,1.0,0.9925925925925926,1.0,0.996138996138996,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.994186046511628,1.0,1.0,0.9915966386554622,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9791666666666666
align-dinov2+1b-things+hyp-abl90-218-random,0.9878048780487804,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,0.9285714285714286,1.0,1.0,1.0,1.0,,1.0,0.9333333333333332,1.0,1.0,1.0,1.0,1.0,,0.75,1.0,,0.9166666666666666,1.0,0.972972972972973,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.8333333333333334,1.0,1.0,1.0,1.0,1.0
align-siglip+1b-things+hyp-abl30-7-random,0.9987816764132552,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9925373134328358,0.993103448275862,1.0,1.0,1.0,0.995967741935484,1.0,0.9925925925925926,1.0,0.996138996138996,1.0,1.0,1.0,1.0,0.9925925925925926,1.0,0.9903846153846154,1.0,0.992248062015504,1.0,1.0,1.0,1.0,0.9934640522875816,1.0,0.9912280701754386,1.0,1.0,1.0,1.0,1.0,1.0
align-dinov2+500m-things+hyp-abl50-42-random,0.9918809201623816,0.0,0.9912280701754386,1.0,0.9586776859504132,1.0,0.991150442477876,1.0,0.984375,0.9767441860465116,0.9873417721518988,1.0,1.0,1.0,1.0,1.0,1.0,0.9782608695652174,1.0,0.9928057553956836,0.9886363636363636,0.989010989010989,1.0,0.9789473684210528,0.9743589743589745,0.9876543209876544,1.0,1.0,1.0,1.0,1.0,0.9726027397260274,0.9950738916256158,1.0,1.0,1.0,1.0,0.987012987012987,1.0,1.0,1.0,1.0,1.0,0.984126984126984,1.0,0.9875,1.0,0.9809523809523808,1.0,0.9772727272727272,0.9310344827586208,1.0,0.9855072463768116,0.9491525423728814,1.0
align-siglip+500m-things+hyp-abl50-218-random,0.9968425800631484,0.0,1.0,1.0,0.9917355371900828,1.0,0.991150442477876,0.986842105263158,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9928057553956836,0.9886363636363636,1.0,1.0,1.0,0.9871794871794872,1.0,0.9827586206896552,1.0,1.0,1.0,1.0,0.9863013698630136,0.9950738916256158,0.9850746268656716,1.0,1.0,1.0,1.0,1.0,1.0,0.9912280701754386,1.0,1.0,0.984126984126984,1.0,1.0,0.9866666666666668,0.9904761904761904,1.0,1.0,1.0,1.0,1.0,1.0,1.0
align-dinov2+1b-things+hyp-abl30cat-42-random,0.9934631234901236,0.0,1.0,1.0,0.9752475247524752,0.996309963099631,0.99438202247191,1.0,0.9910313901345292,0.9908256880733946,0.9975903614457832,1.0,1.0,0.9673202614379084,0.995049504950495,0.9932885906040269,1.0,0.9957264957264956,0.9844559585492229,1.0,0.9961538461538462,0.9848484848484848,1.0,0.9781818181818182,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
align-siglip+500m-things+hyp-abl50-7-random,0.9959404600811907,0.0,1.0,1.0,0.9917355371900828,1.0,0.9823008849557522,1.0,1.0,1.0,1.0,0.9824561403508772,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.989010989010989,1.0,1.0,0.9871794871794872,1.0,0.9827586206896552,1.0,1.0,1.0,0.9852941176470588,0.9726027397260274,0.9950738916256158,0.9552238805970148,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.984126984126984,1.0,1.0,0.9866666666666668,1.0,1.0,1.0,0.9655172413793104,1.0,1.0,1.0,0.9848484848484848
align-siglip+500m-things+hyp-abl10-42-random,0.9973994186935904,0.0,1.0,0.9984825493171472,0.9971509971509972,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9961089494163424,0.9881656804733728,1.0,1.0,1.0,0.9935483870967742,0.9976958525345622,1.0,0.990909090909091,1.0,0.9956521739130436,0.9947643979057592,1.0,0.994475138121547,0.9815668202764976,0.9943502824858758,1.0,1.0,0.9953271028037384,0.9948979591836736,0.985781990521327,1.0,1.0,1.0,0.9907834101382488,1.0,1.0,0.9961832061068704,0.9897435897435898,1.0,1.0,1.0,1.0,1.0,0.9946236559139784,1.0,1.0,0.9921259842519684,1.0,1.0,1.0,0.9915966386554622
align-siglip+1b-things+hyp-abl10-42-random,0.9984702462903472,0.0,1.0,1.0,0.9971509971509972,1.0,1.0,0.99581589958159,1.0,1.0,1.0,1.0,1.0,0.9961089494163424,0.9940828402366864,1.0,0.9930555555555556,1.0,0.9935483870967742,0.9976958525345622,1.0,1.0,1.0,0.9956521739130436,1.0,1.0,1.0,0.9861751152073732,0.9943502824858758,1.0,1.0,1.0,1.0,0.985781990521327,1.0,1.0,1.0,0.9953917050691244,0.9936305732484076,1.0,1.0,1.0,1.0,1.0,0.9959514170040484,1.0,1.0,1.0,1.0,1.0,0.9921259842519684,1.0,1.0,1.0,1.0
align-siglip+1b-things+hyp-abl10-7-random,0.998087807862934,0.0,1.0,1.0,1.0,1.0,1.0,0.99581589958159,1.0,1.0,1.0,1.0,1.0,0.9961089494163424,1.0,0.9961538461538462,1.0,1.0,0.9741935483870968,0.9976958525345622,1.0,1.0,1.0,0.991304347826087,1.0,1.0,0.988950276243094,0.9861751152073732,0.9943502824858758,1.0,1.0,1.0,0.9974489795918368,1.0,1.0,0.998803827751196,0.995575221238938,0.9953917050691244,1.0,1.0,0.9923664122137404,0.9948717948717948,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9921259842519684,1.0,1.0,1.0,1.0
align-siglip+1b-things+hyp-abl10-218-random,0.9983937586048646,0.0,1.0,1.0,1.0,1.0,0.9966777408637874,1.0,1.0,1.0,0.9971910112359552,1.0,1.0,1.0,0.9940828402366864,1.0,1.0,1.0,0.9870967741935484,1.0,1.0,0.9954545454545456,1.0,0.9869565217391304,1.0,1.0,1.0,0.9861751152073732,0.9971751412429378,1.0,1.0,0.9906542056074766,0.9948979591836736,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9941176470588236,1.0,1.0,1.0,1.0,1.0,1.0,0.984251968503937,1.0,1.0,0.9945054945054944,1.0
align-siglip+500m-things+hyp-abl70-7-random,0.9940711462450592,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.989010989010989,1.0,1.0,0.96,0.9583333333333334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9891304347826086,0.9642857142857144,1.0,0.9924812030075189,1.0,1.0,0.9565217391304348,1.0,0.9818181818181818,1.0,1.0,0.9444444444444444,0.9761904761904762,1.0,1.0,0.9629629629629628,1.0,1.0,1.0,1.0,1.0,1.0,1.0
align-dinov2+1b-things+hyp-abl10-7-random,0.9943399112742848,0.0,0.994750656167979,1.0,0.9886039886039886,1.0,0.9933554817275748,1.0,0.9950980392156864,1.0,0.99438202247191,0.9944444444444444,1.0,0.980544747081712,1.0,0.9961538461538462,1.0,0.9950980392156864,0.9806451612903224,0.9953917050691244,0.9953051643192488,0.990909090909091,1.0,0.9956521739130436,0.9790575916230366,0.9947368421052633,0.988950276243094,0.9907834101382488,0.9830508474576272,1.0,0.9906542056074766,0.9906542056074766,0.9872448979591836,1.0,1.0,0.998803827751196,1.0,0.9953917050691244,0.9936305732484076,0.9949748743718592,0.9961832061068704,0.9846153846153848,1.0,0.976470588235294,0.9878542510121456,1.0,1.0,0.9973118279569892,1.0,1.0,0.984251968503937,0.9878048780487804,1.0,0.9945054945054944,0.9957983193277312
align-siglip+1b-things+hyp-abl70-218-random,0.9950592885375494,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.989010989010989,1.0,0.9285714285714286,0.96,0.9583333333333334,1.0,1.0,1.0,1.0,1.0,1.0,0.9830508474576272,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9891304347826086,1.0,1.0,0.9924812030075189,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9523809523809524,0.9583333333333334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
align-dinov2+1b-things+hyp-abl50-42-random,0.9914298601714028,0.0,1.0,0.9949494949494948,0.9917355371900828,1.0,1.0,0.9605263157894736,0.984375,0.9534883720930232,0.9936708860759492,1.0,1.0,1.0,1.0,0.9878048780487804,1.0,0.9782608695652174,1.0,0.9928057553956836,0.9886363636363636,0.989010989010989,1.0,0.9789473684210528,0.9871794871794872,0.9876543209876544,0.9827586206896552,1.0,0.9855072463768116,1.0,1.0,0.9863013698630136,0.9852216748768472,0.9850746268656716,1.0,0.9929078014184396,1.0,1.0,1.0,1.0,0.9824561403508772,0.9803921568627452,1.0,0.984126984126984,1.0,1.0,1.0,0.9904761904761904,0.9846153846153848,1.0,1.0,1.0,0.9855072463768116,0.9830508474576272,0.9848484848484848
align-siglip+500m-things+hyp-abl90-7-random,0.991869918699187,0.0,,1.0,0.9333333333333332,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,0.9285714285714286,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,,0.96,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
align-dinov2+1b-things+hyp-abl40cat-42-random,0.9928603302097276,0.0,,,,,0.99438202247191,0.9927797833935018,,,0.9951807228915662,,,0.9803921568627452,,,,,,,,,,,,,1.0,0.9855072463768116,,,,,,,,1.0,0.9961089494163424,,,,,,,0.9951219512195122,0.979591836734694,,,0.9934782608695653,,,0.981132075471698,,,0.9912280701754386,
align-siglip+500m-things+hyp-abl30-218-random,0.9978070175438596,0.0,1.0,0.9973821989528796,0.995260663507109,1.0,0.98989898989899,1.0,1.0,1.0,0.9959349593495936,0.9926470588235294,1.0,1.0,1.0,0.9941176470588236,1.0,1.0,1.0,1.0,1.0,0.9944444444444444,0.9910714285714286,1.0,0.993103448275862,1.0,1.0,1.0,0.995967741935484,1.0,0.9925925925925926,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.992248062015504,1.0,1.0,0.9824561403508772,0.9921259842519684,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9930555555555556
align-dinov2+1b-things+hyp-abl30-7-random,0.9930555555555556,0.0,0.9950738916256158,0.9973821989528796,0.981042654028436,1.0,1.0,1.0,0.9923664122137404,0.990990990990991,0.9878048780487804,1.0,1.0,0.9753086419753086,0.9883720930232558,1.0,1.0,0.991869918699187,1.0,1.0,0.9855072463768116,1.0,1.0,0.9925373134328358,0.9793103448275862,0.9929577464788732,1.0,0.9929078014184396,0.9919354838709676,0.97196261682243,0.9925925925925926,0.9772727272727272,0.9691119691119692,0.989247311827957,1.0,0.9982046678635548,1.0,1.0,1.0,1.0,0.994186046511628,0.992248062015504,0.988095238095238,1.0,0.9824561403508772,1.0,1.0,0.9906542056074766,1.0,1.0,0.9888888888888888,1.0,0.9933774834437086,0.9805825242718448,0.9930555555555556
align-dinov2+500m-things+hyp-abl10cat-218-random,0.9942078897933626,0.0,0.9958333333333332,1.0,0.9851485148514852,0.992619926199262,0.9915730337078652,,,0.9954128440366972,0.9975903614457832,1.0,1.0,0.9836601307189542,0.9851485148514852,0.9966442953020134,,0.9871794871794872,0.9844559585492229,,0.9923076923076924,0.9886363636363636,1.0,0.9963636363636365,,0.985781990521327,0.9956709956709956,0.9855072463768116,0.9854368932038836,1.0,0.9877551020408164,0.992337164750958,,,,0.9970530451866404,0.9961089494163424,0.9960474308300395,1.0,,0.9897260273972602,0.9960629921259844,1.0,1.0,1.0,1.0,,0.9934782608695653,1.0,1.0,0.9937106918238994,1.0,0.9965986394557824,0.9912280701754386,0.989010989010989
align-dinov2+1b-things+hyp-abl10cat-42-random,0.9949123356293048,0.0,0.9958333333333332,1.0,0.99009900990099,0.996309963099631,1.0,,,0.9954128440366972,1.0,1.0,1.0,0.9869281045751634,1.0,0.9966442953020134,,1.0,0.9844559585492229,,0.9923076923076924,0.9924242424242424,1.0,0.9890909090909092,,0.985781990521327,1.0,0.9963768115942028,0.9927184466019418,1.0,0.9918367346938776,0.9808429118773946,,,,1.0,0.9922178988326849,0.9920948616600792,0.9900497512437813,,0.9863013698630136,0.9960629921259844,1.0,1.0,0.9965986394557824,1.0,,0.991304347826087,0.9918032786885246,0.9953488372093025,0.9874213836477987,1.0,1.0,0.9780701754385964,0.9926739926739928
align-dinov2+1b-things+hyp-abl20cat-218-random,0.9937044069151594,0.0,,1.0,,,0.99438202247191,0.9855595667870036,0.9955156950672646,0.9908256880733946,,1.0,,0.9738562091503268,0.9801980198019802,0.9932885906040269,1.0,1.0,,0.9961089494163424,0.9923076923076924,,0.9948717948717948,,,0.981042654028436,1.0,0.9855072463768116,,,0.9877551020408164,,0.9869281045751634,,,0.9980353634577604,0.9961089494163424,1.0,,,,0.9921259842519684,,,0.9863945578231292,1.0,1.0,,1.0,0.986046511627907,0.9874213836477987,1.0,0.9931972789115646,0.9956140350877192,0.9963369963369964
align-dinov2+1b-things+hyp-abl50-7-random,0.9923319801533604,0.0,1.0,1.0,0.9834710743801652,0.9906542056074766,0.9823008849557522,1.0,0.984375,0.9767441860465116,1.0,1.0,1.0,0.989010989010989,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.989010989010989,1.0,0.9894736842105264,0.9871794871794872,0.9753086419753086,1.0,1.0,1.0,1.0,0.9852941176470588,0.9863013698630136,0.9901477832512317,0.9850746268656716,1.0,1.0,0.9833333333333332,1.0,1.0,1.0,0.9824561403508772,1.0,1.0,0.984126984126984,1.0,1.0,1.0,0.961904761904762,1.0,1.0,0.9310344827586208,1.0,0.9855072463768116,0.9661016949152542,0.9545454545454546
align-siglip+1b-things+hyp-abl50-218-random,0.997744700045106,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9814814814814816,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9722222222222222,1.0,1.0,1.0,0.9863013698630136,0.9901477832512317,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9682539682539684,1.0,1.0,1.0,1.0,1.0,1.0,0.9310344827586208,1.0,1.0,1.0,1.0
align-dinov2+500m-things+hyp-abl70-42-random,0.9866600790513834,0.0,1.0,1.0,0.9701492537313432,1.0,1.0,1.0,1.0,0.8,1.0,1.0,0.9285714285714286,1.0,1.0,1.0,1.0,1.0,1.0,0.9821428571428572,0.9285714285714286,1.0,1.0,0.926829268292683,1.0,1.0,0.967741935483871,1.0,0.9887640449438202,1.0,1.0,0.9772727272727272,0.9782608695652174,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9272727272727272,1.0,1.0,1.0,0.9761904761904762,0.9523809523809524,1.0,1.0,0.96,1.0,0.9583333333333334,1.0,1.0,0.8333333333333334,1.0
align-dinov2+1b-things+hyp-abl90-42-random,0.9817073170731708,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,,1.0,0.9333333333333332,1.0,1.0,1.0,0.875,1.0,,1.0,1.0,,1.0,1.0,0.945945945945946,1.0,,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,,0.8571428571428571,1.0,1.0,1.0,0.9,1.0,0.9090909090909092
align-dinov2+1b-things+hyp-abl70-7-random,0.9836956521739132,0.0,1.0,1.0,0.9850746268656716,0.9782608695652174,0.9846153846153848,1.0,1.0,1.0,1.0,1.0,1.0,0.96,0.9583333333333334,0.975609756097561,1.0,0.9791666666666666,0.9714285714285714,1.0,0.9047619047619048,1.0,1.0,0.975609756097561,0.9523809523809524,1.0,0.967741935483871,1.0,0.9887640449438202,1.0,0.9629629629629628,1.0,0.9565217391304348,0.9642857142857144,1.0,0.9924812030075189,1.0,1.0,0.9565217391304348,1.0,0.9818181818181818,1.0,1.0,1.0,1.0,0.9523809523809524,0.9583333333333334,1.0,0.92,1.0,1.0,1.0,0.9666666666666668,0.8333333333333334,1.0
align-siglip+1b-things+hyp-abl90-7-random,0.9939024390243902,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9583333333333334,,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,0.9333333333333332,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,,0.96,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
align-siglip+500m-things+hyp-abl10-218-random,0.9971699556371424,0.0,1.0,1.0,0.9914529914529916,1.0,0.9966777408637874,0.99163179916318,1.0,0.994475138121547,0.99438202247191,1.0,0.9933333333333332,0.9961089494163424,1.0,1.0,1.0,0.9950980392156864,0.9806451612903224,1.0,1.0,0.9954545454545456,1.0,0.9869565217391304,0.9842931937172776,1.0,1.0,0.9861751152073732,1.0,1.0,1.0,1.0,0.9923469387755102,1.0,1.0,1.0,0.995575221238938,0.9953917050691244,1.0,0.9949748743718592,0.9923664122137404,0.9897435897435898,1.0,1.0,1.0,1.0,1.0,0.9973118279569892,1.0,1.0,1.0,0.9939024390243902,1.0,1.0,1.0
align-siglip+500m-things+hyp-abl30-42-random,0.9970760233918128,0.0,0.9950738916256158,1.0,1.0,1.0,0.9949494949494948,1.0,1.0,1.0,1.0,1.0,1.0,0.9938271604938272,0.9883720930232558,0.9941176470588236,1.0,1.0,1.0,1.0,1.0,0.9944444444444444,0.9910714285714286,0.9925373134328358,0.9793103448275862,1.0,0.9921259842519684,0.9929078014184396,1.0,1.0,1.0,1.0,0.9884169884169884,1.0,1.0,0.9982046678635548,1.0,1.0,1.0,1.0,1.0,0.992248062015504,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9555555555555556,1.0,1.0,0.9805825242718448,1.0
align-siglip+1b-things+hyp-abl30-42-random,0.9980506822612084,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9926470588235294,1.0,1.0,0.9883720930232558,1.0,1.0,1.0,1.0,1.0,1.0,0.9888888888888888,1.0,1.0,0.986206896551724,1.0,1.0,1.0,0.995967741935484,1.0,1.0,0.9924242424242424,0.9922779922779924,1.0,1.0,0.9982046678635548,1.0,1.0,0.9903846153846154,1.0,0.994186046511628,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9888888888888888,1.0,1.0,1.0,0.9861111111111112
